MSG	TID	OLD_DEBUG	OLD_RELEASE
"Microsoft Internet Explorer onResize存在未明内存破坏攻击"	17616	d:63184	r:15410
"Microsoft Internet Explorer onbeforeeditfocus存在未明内存破坏攻击"	17617	d:63185	r:15411
"Microsoft Internet Explorer onbeforeeditfocus存在未明内存破坏攻击1"	17618	d:63186	r:15412
"Microsoft Internet Explorer onlosecapture内存破坏攻击"	17619	d:63187	r:15413
"Microsoft Internet Explorer removeChild内存破坏攻击"	17620	d:63188	r:15414
"Microsoft Internet Explorer runtimeStyle Handling内存破坏攻击"	17621	d:63189	r:15415
"Sendmail 8.12邮件头处理远程缓冲区溢出变种攻击4"	17622	NONE	r:10320
"Sendmail 8.12邮件头处理远程缓冲区溢出攻击"	17623	NONE	r:10321
"MDaemon SMTP远程缓冲区变种攻击1"	17624	NONE	r:10355
"Microsoft Outlook Express NNTP LIST命令响应解析溢出攻击"	17625	NONE	r:10371
"PeerCast URL处理远程缓冲区溢出攻击"	17626	NONE	r:10377
"Macromedia Shockwave 10 SWDIR.DLL ActiveX控件远程拒绝服务攻击"	17627	NONE	r:10473
"Macromedia Shockwave 10 SWDIR.DLL ActiveX控件远程拒绝服务变种攻击1"	17628	NONE	r:10474
"Microsoft IE ADODB.Connection对象Execute函数内存破坏攻击"	17629	NONE	r:10475
"Microsoft IE ADODB.Connection对象Execute函数内存破坏变种攻击1"	17630	NONE	r:10476
"HP Mercury Quality Center ActiveX控件远程栈溢出攻击"	17631	NONE	r:10479
"HP Mercury Quality Center ActiveX控件远程栈溢出变种攻击1"	17632	NONE	r:10480
"WinZip FileView ActiveX控件远程栈溢出攻击"	17633	NONE	r:10481
"WinZip FileView ActiveX控件远程栈溢出变种攻击1"	17634	NONE	r:10482
"Gift 2.5木马变种1连接操作"	17635	NONE	r:11497
"Rpc co192-dcom溢出攻击"	17636	NONE	r:11961
"PCSHARE木马连接操作"	17637	NONE	r:12315
"Nuclear木马读取文件列表操作"	17638	NONE	r:12354
"Citrix MetaFrame IMA缓冲区溢出攻击攻击"	17639	NONE	r:12475
"Apple QTIF畸形idsc数据攻击"	17640	NONE	r:12476
"Winamp uvox恶意数据攻击"	17641	NONE	r:12477
"Winamp uvox恶意数据攻击变种攻击1"	17642	NONE	r:12478
"Sybase SQL Mobilink缓冲区溢出攻击攻击"	17643	NONE	r:12479
"Sybase SQL Mobilink用户名字串缓冲区溢出攻击攻击"	17644	NONE	r:12481
"Sybase SQL Mobilink RemoteID字符串缓冲区溢出攻击攻击"	17645	NONE	r:12482
"Borland创建Interbase缓冲区溢出攻击攻击"	17646	NONE	r:12488
"Borland的Interbase操作缓冲区溢出攻击"	17647	NONE	r:12489
"Borland的Interbase服务附加操作缓冲区溢出攻击"	17648	NONE	r:12490
"SQL注入特殊字符组合攻击"	17649	NONE	r:12513
"Computer Associates iTechnology iGateway缓冲区溢出攻击"	17650	NONE	r:12638
"Microsoft Windows Active Directory LDAP拒绝服务攻击"	17651	NONE	r:12655
"MySQL登陆信息泄露攻击"	17652	NONE	r:12658
"ORACLE SYS.KUPW-WORKER SQL注入攻击"	17653	NONE	r:12661
"CA BrightStor ARCserve Message Engine缓存区溢出攻击"	17654	NONE	r:12902
"NETBIOS Session Service NetDDE攻击"	17655	NONE	r:12930
"Microsoft WINS Service内存溢出攻击"	17656	NONE	r:13086
"Windows TCP/IP 0窗口大小拒绝服务攻击"	17657	NONE	r:13179
"Windows 2000 CMD.EXE Bind Shell客户端命令连接"	17658	NONE	r:13326
"SAP Internet Transaction Server远程目录遍历攻击"	17659	NONE	r:13350
"Sun Java Plugin JNLP Codebase缓冲区溢出攻击"	17660	NONE	r:13427
"微软IIS WebHits认证绕过漏洞"	17661	NONE	r:80002
"微软MS06-035 SRV.SYS邮件槽堆溢出漏洞"	17662	NONE	r:80003
"微软SMB SRV.SYS Search命令缓冲区溢出漏洞"	17663	NONE	r:80009
"微软SNA DCERPC服务代码执行漏洞"	17664	NONE	r:80011
"微软Windows活动目录整数溢出漏洞"	17665	NONE	r:80012
"微软IGMPv3查询源地址表溢出漏洞"	17666	NONE	r:80013
"MySQL yaSSL Hello消息栈溢出漏洞"	17667	NONE	r:80016
"NetWin SurgeMail WebMail服务HTTP头溢出漏洞"	17668	NONE	r:80018
"NetWin SurgeMail WebMail page参数字符串格式化漏洞"	17669	NONE	r:80019
"Synergy Clipboard Integer溢出攻击"	17670	NONE	r:80076
"MaxDB WebDBM GET缓冲区溢出攻击"	17671	NONE	r:80136
"PHP zip:// URL Wrapper (HTTP)缓冲区溢出漏洞攻击"	17672	NONE	r:80149
"Adobe Illustrator CS4.eps远程缓冲区溢出漏洞攻击(HTTP)"	17673	NONE	r:80159
"AOL 9.5 ActiveX控件ForceSaveTo成员缓冲区溢出漏洞攻击"	17674	NONE	r:80164
"AOL 9.5 ActiveX控件HiddenControls成员缓冲区溢出漏洞攻击"	17675	NONE	r:80165
"AOL 9.5 ActiveX控件Locale成员缓冲区溢出漏洞攻击"	17676	NONE	r:80166
"HP OpenView Data Protector Application Recovery Manager栈溢出漏洞攻击"	17677	NONE	r:80168
"Mozilla Firefox浏览器document.write()缓冲区溢出漏洞攻击"	17678	NONE	r:80171
"MySQL Commander dbopen.php home参数文件包含漏洞攻击"	17679	NONE	r:80172
"Microsoft PowerPoint CurrentUser Length溢出攻击(IMAP4 Quoted Printable)1"	17680	NONE	r:80178
"Microsoft PowerPoint CurrentUser Length溢出攻击(IMAP4 Quoted Printable)2"	17681	NONE	r:80179
"Microsoft PowerPoint CurrentUser Length溢出攻击(IMAP4 Quoted Printable)3"	17682	NONE	r:80180
"Microsoft PowerPoint CurrentUser Length溢出攻击(IMAP4 Quoted Printable)4"	17683	NONE	r:80181
"Microsoft PowerPoint CurrentUser Length溢出攻击(IMAP4 Quoted Printable)5"	17684	NONE	r:80182
"Microsoft PowerPoint CurrentUser Length溢出攻击(POP3 Base64)1"	17685	NONE	r:80184
"Microsoft PowerPoint CurrentUser Length溢出攻击(POP3 Base64)2"	17686	NONE	r:80185
"Microsoft PowerPoint CurrentUser Length溢出攻击(POP3 Base64)3"	17687	NONE	r:80186
"Microsoft PowerPoint CurrentUser Length溢出攻击(POP3 Base64)4"	17688	NONE	r:80187
"Microsoft PowerPoint CurrentUser Length溢出攻击(POP3 Base64)5"	17689	NONE	r:80188
"Microsoft PowerPoint CurrentUser Length溢出攻击(SMTP UUEncode)1"	17690	NONE	r:80190
"Microsoft PowerPoint CurrentUser Length溢出攻击(SMTP UUEncode)2"	17691	NONE	r:80191
"Microsoft PowerPoint CurrentUser Length溢出攻击(SMTP UUEncode)3"	17692	NONE	r:80192
"Microsoft PowerPoint CurrentUser Length溢出攻击(SMTP UUEncode)4"	17693	NONE	r:80193
"Microsoft PowerPoint CurrentUser Length溢出攻击(SMTP UUEncode)5"	17694	NONE	r:80194
"Microsoft Word RTF堆叠缓冲区溢出(IMAP4)1"	17695	NONE	r:80203
"Microsoft Word RTF堆叠缓冲区溢出1(IMAP4)1"	17696	NONE	r:80208
"Microsoft Word RTF堆叠缓冲区溢出1(IMAP4)2"	17697	NONE	r:80209
"Microsoft Word RTF堆叠缓冲区溢出1(IMAP4)3"	17698	NONE	r:80210
"Microsoft Word RTF堆叠缓冲区溢出1(IMAP4)4"	17699	NONE	r:80211
"Microsoft Word RTF堆叠缓冲区溢出1(POP3)"	17700	NONE	r:80213
"Microsoft Word RTF堆叠缓冲区溢出2(POP3)"	17701	NONE	r:80214
"Microsoft Word RTF堆叠缓冲区溢出3(POP3)"	17702	NONE	r:80215
"Microsoft Word RTF堆叠缓冲区溢出4(POP3)"	17703	NONE	r:80216
"Microsoft Word RTF堆叠缓冲区溢出1(POP3)1"	17704	NONE	r:80218
"Microsoft Word RTF堆叠缓冲区溢出1(POP3)2"	17705	NONE	r:80219
"Microsoft Word RTF堆叠缓冲区溢出1(POP3)3"	17706	NONE	r:80220
"Microsoft Word RTF堆叠缓冲区溢出1(POP3)4"	17707	NONE	r:80221
"Microsoft Word RTF堆叠缓冲区溢出(SMTP)1"	17708	NONE	r:80223
"Microsoft Word RTF堆叠缓冲区溢出(SMTP)3"	17709	NONE	r:80225
"Microsoft Word RTF堆叠缓冲区溢出(SMTP)4"	17710	NONE	r:80226
"Microsoft Word RTF堆叠缓冲区溢出(SMTP)"	17711	NONE	r:80227
"微软IIS红色代码蠕虫cmd.exe访问2"	17712	NONE	r:13462
"微软IE浏览器iepeers.dll远程代码执行漏洞攻击"	17713	NONE	r:13467
"BSDi-x86 Shell(TCP)溢出攻击"	17714	NONE	r:13480
"x86 Sparc解密器(TCP)溢出攻击"	17715	NONE	r:13484
"x86 JmpCallAdditive解密器(TCP)溢出攻击"	17716	NONE	r:13486
"x86 Pex解密器(TCP)溢出攻击"	17717	NONE	r:13488
"x86 Alpha2解密器(TCP)溢出攻击"	17718	NONE	r:13490
"x86 PexAlphaNum解密器(TCP)溢出攻击"	17719	NONE	r:13492
"x86 ShikataGaNai解密器(TCP)溢出攻击"	17720	NONE	r:13496
"FreeBSD kldload加载内核(TCP)溢出攻击"	17721	NONE	r:13530
"FreeBSD chown-chmod-exec(TCP)溢出攻击"	17722	NONE	r:13532
"FreeBSD x86 Shell-marcetam(TCP)溢出攻击"	17723	NONE	r:13534
"FreeBSD x86 Shell-preetador(TCP)溢出攻击"	17724	NONE	r:13536
"HP-UX PA-RISC Shell-k2(TCP)溢出攻击"	17725	NONE	r:13538
"IRIX MIPS Shell(TCP)溢出攻击"	17726	NONE	r:13540
"Linux x86添加用户(TCP)溢出攻击p"	17727	NONE	r:13542
"Linux SPARC端口绑定killah(TCP)溢出攻击"	17728	NONE	r:13544
"Linux SPARC端口绑定metasploit(TCP)溢出攻击"	17729	NONE	r:13546
"Linux x86端口绑定metasploit(TCP)溢出攻击"	17730	NONE	r:13548
"Linux SPARC FindSock Shell-metasploit(TCP)溢出攻击"	17731	NONE	r:13624
"Linux x86 FindSock Shell-metasploit(TCP)溢出攻击"	17732	NONE	r:13626
"Linux PPC Read Execute shellcode-core(TCP)溢出攻击"	17733	NONE	r:13628
"Linux PPC反向连接shellcode-core(TCP)溢出攻击"	17734	NONE	r:13630
"Linux SPARC反向连接shellcode-killah(TCP)溢出攻击"	17735	NONE	r:13632
"Linux SPARC反向连接shellcode-metasploit(TCP)溢出攻击"	17736	NONE	r:13634
"微软Internet Explorer 8开发工具系统漏洞"	17737	NONE	r:13682
"微软WMITools ActiveX控件溢出漏洞"	17738	NONE	r:13683
"微软WMITools ActiveX控件溢出漏洞"	17739	NONE	r:13684
"微软Internet Explorer布局处理内存损坏溢出漏洞1"	17740	NONE	r:13685
"微软Internet Explorer布局处理内存损坏溢出漏洞"	17741	NONE	r:13686
"微软MHTML MIME格式请求溢出漏洞"	17742	NONE	r:13687
"微软Windows Messenger ActiveX 控件溢出漏洞"	17743	NONE	r:13691
"微软Internet Explorer浏览器Javascript信息泄露溢出漏洞"	17744	NONE	r:13692
"微软Internet Explorer浏览器对象管理内存损坏溢出漏洞"	17745	NONE	r:13693
"微软Internet Explorer 8开发工具系统漏洞1"	17746	NONE	r:13694
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)1_Tag1"	17747	NONE	r:13699
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)1_Tag2"	17748	NONE	r:13700
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)1_Tag3"	17749	NONE	r:13701
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)2_Tag1"	17750	NONE	r:13703
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)2_Tag2"	17751	NONE	r:13704
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)2_Tag3"	17752	NONE	r:13705
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)2_Tag4"	17753	NONE	r:13706
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(POP3)1_Tag1"	17754	NONE	r:13708
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(POP3)1_Tag2"	17755	NONE	r:13709
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(POP3)1_Tag3"	17756	NONE	r:13710
"Adobe Acrobat and Reader Font Parsing整数溢出攻击2_Tag1"	17757	NONE	r:13712
"Adobe Acrobat and Reader Font Parsing整数溢出攻击2_Tag2"	17758	NONE	r:13713
"Adobe Acrobat and Reader Font Parsing整数溢出攻击2_Tag3"	17759	NONE	r:13714
"Adobe Acrobat and Reader Font Parsing整数溢出攻击2_Tag4"	17760	NONE	r:13715
"微软RTF解析引擎栈污染溢出漏洞(HTTP)"	17761	NONE	r:13717
"微软RTF解析引擎栈污染溢出漏洞(POP3 Base64)"	17762	NONE	r:13718
"微软RTF解析引擎栈污染溢出漏洞2(POP3)"	17763	NONE	r:13719
"微软RTF解析引擎栈污染溢出漏洞(SMTP UUEncode)"	17764	NONE	r:13720
"微软RTF堆栈缓冲区溢出漏洞(HTTP)"	17765	NONE	r:13721
"微软RTF堆栈缓冲区溢出漏洞(POP3 Base64)"	17766	NONE	r:13722
"微软RTF堆栈缓冲区溢出漏洞2(POP3)"	17767	NONE	r:13723
"Mozilla Firefox escape()函数返回值内在污染溢出漏洞"	17768	NONE	r:13724
"Mozilla Firefox nsTextFrame::ClearTextRun()远程内在污染溢出漏洞"	17769	NONE	r:13725
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(POP3)"	17770	NONE	r:13728
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(SMTP Base64)"	17771	NONE	r:13729
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(SMTP)"	17772	NONE	r:13730
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(SMTP UUEncode)"	17773	NONE	r:13731
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)1_Tag1"	17774	NONE	r:13739
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)1_Tag2"	17775	NONE	r:13740
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)1_Tag3"	17776	NONE	r:13741
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)2_Tag1"	17777	NONE	r:13743
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)2_Tag2"	17778	NONE	r:13744
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)2_Tag3"	17779	NONE	r:13745
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)2_Tag4"	17780	NONE	r:13746
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)3_Tag1"	17781	NONE	r:13748
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)3_Tag2"	17782	NONE	r:13749
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)3_Tag3"	17783	NONE	r:13750
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)3_Tag4"	17784	NONE	r:13751
"Adobe Acrobat getAnnots远程代码执行(IMAP4 Base64)1_tag1"	17785	NONE	r:13753
"Adobe Acrobat getAnnots远程代码执行(IMAP4 Base64)1_tag2"	17786	NONE	r:13754
"Adobe Acrobat getAnnots远程代码执行(IMAP4 Base64)1_tag3"	17787	NONE	r:13755
"MySQL yaSSL Certificate报文栈溢出攻击"	17788	NONE	r:13764
"Nokia N95 JPEG File Crash PoC溢出攻击"	17789	NONE	r:13765
"OpenLDAP 2.4.22 Modrdn输入验证溢出攻击"	17790	NONE	r:13768
"OpenLDAP 2.4.22 Modrdn输入验证溢出攻击2"	17791	NONE	r:13769
"Opera JavaScript Alert()函数缓冲区溢出攻击"	17792	NONE	r:13772
"Oracle OPMN Service Log字符串格式化溢出攻击"	17793	NONE	r:13773
"微软Outlook Express和Windows Mail整数溢出攻击"	17794	NONE	r:13774
"Adobe PDF执行程序功能溢出攻击(http)"	17795	NONE	r:13775
"Adobe PDF执行程序功能溢出攻击2(IMAP4)"	17796	NONE	r:13776
"Adobe PDF执行程序功能溢出攻击3(SMTP)"	17797	NONE	r:13777
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Base64)1_tag1"	17798	NONE	r:13778
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Base64)1_tag2"	17799	NONE	r:13779
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Base64)1_tag2"	17800	NONE	r:13780
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Quoted Printable)1_tag1"	17801	NONE	r:13782
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Quoted Printable)1_tag2"	17802	NONE	r:13783
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Quoted Printable)1_tag3"	17803	NONE	r:13784
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Quoted Printable)1_tag1"	17804	NONE	r:13790
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Quoted Printable)1_tag2"	17805	NONE	r:13791
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Quoted Printable)1_tag3"	17806	NONE	r:13792
"Microsoft Office文本转换整数代码溢出攻击_Tag(POP3 Direct Base64)"	17807	NONE	r:13802
"ProFTPd MySQL认证绕过漏洞溢出攻击"	17808	NONE	r:13809
"微软远程桌面连接ActiveX控件溢出攻击"	17809	NONE	r:13810
"微软OLE自动化下溢出攻击"	17810	NONE	r:13817
"微软OLE自动化下溢出攻击"	17811	NONE	r:13818
"微软IE链接属性处理内存损坏溢出攻击"	17812	NONE	r:13819
"微软IE toStaticHTML信息泄露溢出攻击"	17813	NONE	r:13820
"微软IE拖放内存损坏溢出攻击"	17814	NONE	r:13821
"微软IE布局内存损坏溢出攻击"	17815	NONE	r:13822
"微软选择对象内存损坏溢出攻击"	17816	NONE	r:13823
"微软HTTP重定向内存损坏溢出攻击"	17817	NONE	r:13824
"微软VML内存损坏溢出攻击"	17818	NONE	r:13825
"微软VML内存损坏溢出攻击2"	17819	NONE	r:13826
"Adobe PDF脚本执行溢出攻击"	17820	NONE	r:13830
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(IMAP4 Quoted Printable)1_tag1"	17821	NONE	r:13831
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(IMAP4 Quoted Printable)1_tag2"	17822	NONE	r:13832
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(POP3 Base64)1_tag1"	17823	NONE	r:13834
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(POP3 Base64)1_tag2"	17824	NONE	r:13835
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP Base64)1_tag1"	17825	NONE	r:13849
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP Base64)1_tag2"	17826	NONE	r:13850
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP Quoted Printable)1_tag1"	17827	NONE	r:13853
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP Quoted Printable)1_tag2"	17828	NONE	r:13854
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP Quoted Printable)1_tag3"	17829	NONE	r:13855
"Apache HTTP Server畸形Range选项处理远程拒绝服务攻击"	17830	NONE	r:13857
"Apache HTTP Server畸形Range选项处理远程拒绝服务攻击1"	17831	NONE	r:13858
"Nginx %00空字节可执行任意代码漏洞攻击"	17832	NONE	r:13859
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP UUEncode)1_tag1"	17833	NONE	r:13860
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP UUEncode)1_tag2"	17834	NONE	r:13861
"Adobe Acrobat getAnnots远程代码执行溢出攻击(SMTP UUEncode)1_tag3"	17835	NONE	r:13862
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(IMAP4 Base64)1_tag1"	17836	NONE	r:13864
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(IMAP4 Base64)1_tag2"	17837	NONE	r:13865
"跨站脚本变形攻击11"	17838	NONE	r:13908
"Havij SQL注入攻击"	17839	NONE	r:13922
"Pangolin SQL注入攻击"	17840	NONE	r:13923
"Adobe PDF执行程序功能溢出攻击(IMAP4 Quoted Printable)"	17841	NONE	r:13981
"Adobe PDF执行程序功能溢出攻击(POP3 Base64)"	17842	NONE	r:13982
"Adobe PDF执行程序功能溢出攻击(POP3 Quoted Printable)"	17843	NONE	r:13983
"Adobe Acrobat and Reader Font解析溢出攻击(HTTP)"	17844	NONE	r:13989
"Adobe Illustrator CS4.eps远程缓冲区溢出漏洞攻击(IMAP4 Base64)"	17845	NONE	r:13990
"Adobe Illustrator CS4.eps远程缓冲区溢出漏洞攻击(POP3 Base64)"	17846	NONE	r:13992
"Adobe Illustrator CS4.eps远程缓冲区溢出漏洞攻击(POP3 Quoted Printable)"	17847	NONE	r:13993
"Adobe Illustrator CS4.eps远程缓冲区溢出漏洞攻击(SMTP Base64)"	17848	NONE	r:13994
"Adobe Illustrator CS4.eps远程缓冲区溢出漏洞攻击(SMTP UUEncode)"	17849	NONE	r:13995
"Adobe PDF 执行程序功能溢出攻击(SMTP UUEncode)"	17850	NONE	r:14019
"Microsoft Excel受损XML/受损XLS文件拒绝服务攻击"	17851	NONE	r:14024
"Microsoft Excel受损XML/受损XLS文件拒绝服务攻击1"	17852	NONE	r:14025
"Microsoft Exchange Server EMSMDB2 MAPI命令远程拒绝服务攻击"	17853	NONE	r:14026
"Microsoft IIS ASP远程代码执行攻击"	17854	NONE	r:14027
"Flame火焰蠕虫网络攻击2"	17855	NONE	r:14034
"Adobe Acrobat JBIG2 Stream Indexing(IMAP4 Quoted Printable)溢出攻击1_tag1"	17856	NONE	r:14037
"Adobe Acrobat JBIG2 Stream Indexing(IMAP4 Quoted Printable)溢出攻击1_tag2"	17857	NONE	r:14038
"Adobe Acrobat JBIG2 Stream Indexing(IMAP4 Quoted Printable)溢出攻击1"	17858	NONE	r:14039
"Adobe Acrobat JBIG2 Stream Indexing(POP3 Base64)溢出攻击1_tag1"	17859	NONE	r:14040
